Chromosome	Physical_Position_Build36(hg18)	Genetic_Map(cM)
chr10	1943471	1.7323346
chr10	1943525	1.73234318
chr10	1943549	1.732345705
chr10	1943826	1.732385358
chr10	1948188	1.732861795
chr10	1949231	1.732965809
chr10	1951298	1.733139053
chr10	1952477	1.733258189
chr10	1952508	1.73325966
chr10	1953068	1.733309982
chr10	1953407	1.733342829
chr10	1959373	1.733987208
chr10	1959555	1.734003504
chr10	1960892	1.734181294
chr10	1962320	1.734390472
chr10	1965035	1.738238323
chr10	1965142	1.738269859
chr10	1965754	1.791005491
chr10	1966399	1.79129666
chr10	1966876	1.791474341
chr10	1967041	1.791541798
chr10	1967135	1.79154889
chr10	1967686	1.791786687
chr10	1971679	1.793612448
chr10	1971965	1.793730865
chr10	1972527	1.793910003
chr10	1974760	1.79444645
chr10	1975515	1.794637438
chr10	1978598	1.795972837
chr10	1983586	1.799505608
chr10	1984126	1.799792144
chr10	1984789	1.800274135
chr10	1985891	1.800971376
chr10	1987959	1.802871881
chr10	1989327	1.803585171
chr10	1990068	1.803962689
chr10	1993368	1.804476099
chr10	1995553	1.805466655
chr10	1995604	1.805480437
chr10	1995963	1.812841967
chr10	1996209	1.81584722
chr10	1997658	1.817250594
chr10	1998013	1.81796456
chr10	1998557	1.818407755
chr10	1998811	1.819246854
chr10	1999368	1.8204367
chr10	2001233	1.824280021
chr10	2003658	1.848679261
chr10	2004089	1.853353562
chr10	2004872	1.853550595
chr10	2005854	1.853831207
chr10	2006264	1.853940105
chr10	2011054	1.854846928
chr10	2012323	1.855069071
chr10	2014591	1.855996469
chr10	2016408	1.85621967
chr10	2017751	1.856376166
chr10	2019945	1.856597534
chr10	2019994	1.856601808
chr10	2021896	1.85679407
chr10	2025387	1.857149686
chr10	2028030	1.857880664
chr10	2032174	1.85866286
chr10	2035821	1.859363878
chr10	2037386	1.859812285
chr10	2038903	1.860282437
chr10	2040279	1.860750761
chr10	2041048	1.860848975
chr10	2044959	1.861358384
chr10	2045591	1.861457499
chr10	2046743	1.862391732
chr10	2047048	1.864638238
chr10	2051961	1.870617195
chr10	2053060	1.871523517
chr10	2053806	1.87211552
chr10	2054203	1.872262394
chr10	2055094	1.872596528
chr10	2056238	1.873101997
chr10	2057523	1.8735608
chr10	2059021	1.87403265
chr10	2060008	1.874393378
chr10	2062581	1.875462447
chr10	2062663	1.875496391
chr10	2063711	1.875904744
chr10	2063927	1.875987769
chr10	2064022	1.875993081
chr10	2066253	1.877115254
chr10	2068596	1.878423359
chr10	2070271	1.881080052
chr10	2070342	1.881152144
chr10	2071368	1.883281502
chr10	2072769	1.927048016
chr10	2072974	1.946554238
chr10	2073067	1.946696265
chr10	2074135	1.980856095
chr10	2075671	1.982432557
chr10	2075750	1.982453838
chr10	2076923	1.983009624
chr10	2077246	1.983146349
chr10	2077959	1.983440413
chr10	2078393	1.983570898
chr10	2079841	1.984024931
chr10	2079982	1.984028986
chr10	2080551	1.98430252
chr10	2081021	1.98456402
chr10	2083110	1.985640433
chr10	2083997	1.986929493
chr10	2084235	1.987451413
chr10	2085116	2.093617226
chr10	2085216	2.093632337
chr10	2085430	2.134434265
chr10	2085466	2.13468784
chr10	2085580	2.134851683
chr10	2085726	2.135057788
chr10	2086399	2.137227162
chr10	2088466	2.141188216
chr10	2089227	2.141625341
chr10	2091561	2.143424967
chr10	2091863	2.143820811
chr10	2094415	2.151083945
chr10	2097812	2.275344672
chr10	2098182	2.278566586
chr10	2100955	2.294822287
chr10	2101030	2.29493149
chr10	2102174	2.301161611
chr10	2107537	2.342654166
chr10	2110407	2.354477982
chr10	2115479	2.358158411
chr10	2115575	2.358203265
chr10	2116016	2.358517191
chr10	2116066	2.358613015
chr10	2116324	2.358766818
chr10	2118355	2.359730127
chr10	2118951	2.360161265
chr10	2124606	2.363893604
chr10	2125810	2.366520419
chr10	2126063	2.366857389
chr10	2130808	2.368454625
chr10	2133308	2.369454857
chr10	2138963	2.371844976
chr10	2139120	2.371860226
chr10	2141328	2.37309758
chr10	2141354	2.373099633
chr10	2144212	2.373534176
chr10	2144862	2.373726692
chr10	2144917	2.373842663
chr10	2145052	2.374029163
chr10	2148398	2.383730904
chr10	2149058	2.383853076
chr10	2149703	2.383954517
chr10	2149895	2.383982362
chr10	2149967	2.383991072
chr10	2150519	2.38405849
chr10	2150549	2.384061715
chr10	2152385	2.384284515
chr10	2155018	2.384605818
chr10	2155353	2.384642456
chr10	2155442	2.384651433
chr10	2155880	2.384700436
chr10	2157727	2.385006906
chr10	2158400	2.38520723
chr10	2159284	2.38549783
chr10	2162881	2.386249511
chr10	2163156	2.386283678
chr10	2166806	2.387020817
chr10	2167862	2.38722799
chr10	2169553	2.387633071
chr10	2172085	2.389553652
chr10	2172120	2.389567418
chr10	2173307	2.390506656
chr10	2174223	2.391671784
chr10	2175200	2.396826585
chr10	2175839	2.399708613
chr10	2176900	2.404966025
chr10	2177043	2.404992861
chr10	2177995	2.405815061
chr10	2178486	2.406672537
chr10	2178538	2.406673506
chr10	2179064	2.406835645
chr10	2179155	2.406841151
chr10	2179585	2.407569138
chr10	2179971	2.432668597
chr10	2180850	2.437148292
chr10	2180873	2.437150218
chr10	2181007	2.437152694
chr10	2181227	2.437221007
chr10	2181783	2.43730729
chr10	2182149	2.437350778
chr10	2185461	2.437894245
chr10	2189165	2.438393185
chr10	2189966	2.438603593
chr10	2190068	2.438625904
chr10	2190592	2.438832043
chr10	2190634	2.438844137
chr10	2192095	2.43914257
chr10	2194321	2.439611459
chr10	2195113	2.439873386
chr10	2195948	2.440197085
chr10	2197821	2.442562379
chr10	2198010	2.442765571
chr10	2198519	2.44293622
chr10	2198678	2.442940143
chr10	2202037	2.468940278
chr10	2203781	2.486705426
chr10	2205931	2.500983683
chr10	2207847	2.502484404
chr10	2209434	2.503667584
chr10	2209930	2.50403546
chr10	2210201	2.504158655
chr10	2212546	2.505016684
chr10	2217746	2.506959038
chr10	2223638	2.508356397
chr10	2231511	2.510152913
chr10	2239005	2.511411379
chr10	2239853	2.511538656
chr10	2240307	2.511607776
chr10	2240556	2.511644257
chr10	2242327	2.511912826
chr10	2246239	2.512541681
chr10	2246452	2.512575433
chr10	2246731	2.512622023
chr10	2248513	2.512941263
chr10	2250774	2.513304359
chr10	2255880	2.514402775
chr10	2255952	2.514403987
chr10	2257314	2.556132753
chr10	2257433	2.556648404
chr10	2258160	2.576054416
chr10	2258247	2.576066031
chr10	2258262	2.576073558
chr10	2259665	2.576614943
chr10	2260504	2.576959491
chr10	2261111	2.577114068
chr10	2266040	2.578024892
chr10	2269963	2.578793493
chr10	2271519	2.579061362
chr10	2276053	2.579584757
chr10	2276078	2.579585683
chr10	2276134	2.57978307
chr10	2276432	2.582785758
chr10	2276495	2.583003382
chr10	2276901	2.583187729
chr10	2277367	2.583381711
chr10	2277865	2.583428036
chr10	2280244	2.583596445
chr10	2280492	2.583613623
chr10	2281522	2.583673803
chr10	2281574	2.583675856
chr10	2281632	2.583679534
chr10	2282684	2.583780641
chr10	2282862	2.583791973
chr10	2284528	2.583978754
chr10	2284754	2.584008354
chr10	2286183	2.584341975
chr10	2287365	2.584879767
chr10	2288827	2.585809141
chr10	2291039	2.586867828
chr10	2294940	2.58787021
chr10	2295056	2.587910645
chr10	2296308	2.588307179
chr10	2301002	2.588862775
chr10	2304901	2.589179548
chr10	2306795	2.589310133
chr10	2307343	2.589331404
chr10	2307526	2.589334552
chr10	2307738	2.589380656
chr10	2308392	2.58952627
chr10	2308543	2.589553737
chr10	2309476	2.589751564
chr10	2311173	2.59014823
chr10	2311752	2.590255001
chr10	2312871	2.590879418
chr10	2312896	2.590882307
chr10	2313505	2.591837124
chr10	2314132	2.592180302
chr10	2316416	2.592299611
chr10	2316564	2.592303124
chr10	2318469	2.592388876
chr10	2318519	2.592390007
chr10	2320989	2.592465193
chr10	2321425	2.592477303
chr10	2322465	2.59251069
chr10	2326035	2.592632371
chr10	2328198	2.592705413
chr10	2328795	2.592725672
chr10	2330038	2.59291307
chr10	2330896	2.59293381
chr10	2331722	2.592954615
chr10	2331947	2.592967229
chr10	2332262	2.59297943
chr10	2332539	2.592990361
chr10	2333764	2.593037821
chr10	2334268	2.593060302
chr10	2335866	2.593135002
chr10	2336394	2.593163209
chr10	2336637	2.593175437
chr10	2337825	2.593240684
chr10	2339064	2.59331281
chr10	2339357	2.593334218
chr10	2341551	2.593766639
chr10	2341833	2.594632561
chr10	2342434	2.597821815
chr10	2345317	2.68201138
chr10	2345384	2.682061907
chr10	2346008	2.683346521
chr10	2346196	2.683462485
chr10	2346855	2.683679327
chr10	2347702	2.683928851
chr10	2348911	2.68423636
chr10	2350003	2.684519608
chr10	2351308	2.684814945
chr10	2353481	2.686158165
chr10	2353832	2.686274412
chr10	2358260	2.68856713
chr10	2361598	2.691131214
chr10	2362335	2.691606261
chr10	2363295	2.692237965
chr10	2364315	2.692704413
chr10	2364890	2.692908325
chr10	2365069	2.692918456
chr10	2365506	2.693126473
chr10	2367838	2.693939122
chr10	2368183	2.694362327
chr10	2368501	2.69465949
chr10	2373461	2.720781871
chr10	2373782	2.721524017
chr10	2373883	2.721703574
chr10	2374613	2.723281997
chr10	2377282	2.800204693
chr10	2377307	2.800207461
chr10	2377895	2.800736109
chr10	2380581	2.803196144
chr10	2381642	2.803863861
chr10	2382189	2.804171971
chr10	2382242	2.804179423
chr10	2383152	2.804401299
chr10	2383384	2.804443639
chr10	2383598	2.804488276
chr10	2383931	2.80454761
chr10	2384016	2.804555605
chr10	2384389	2.804621244
chr10	2385177	2.804740057
chr10	2388458	2.805213385
chr10	2389303	2.805296718
chr10	2391207	2.805457255
chr10	2393764	2.805666024
chr10	2393908	2.805670479
chr10	2394079	2.805684923
chr10	2394457	2.805718234
chr10	2395229	2.805795896
chr10	2398713	2.806274105
chr10	2398852	2.806282806
chr10	2401034	2.806798145
chr10	2402673	2.807192819
chr10	2405439	2.807856889
chr10	2407102	2.808559011
chr10	2411536	2.810293725
chr10	2413107	2.810868858
chr10	2414556	2.811371973
chr10	2414742	2.811407654
chr10	2414806	2.811423472
chr10	2417843	2.812905965
chr10	2419307	2.813683784
chr10	2426043	2.834543613
chr10	2426138	2.834590362
chr10	2429441	2.83716403
chr10	2429846	2.837412164
chr10	2430084	2.83756534
chr10	2430211	2.837616753
chr10	2435563	2.840030344
chr10	2437161	2.84030833
chr10	2437411	2.840348203
chr10	2437695	2.84043392
chr10	2438609	2.840700309
chr10	2439259	2.840829501
chr10	2440019	2.840972189
chr10	2440237	2.841014279
chr10	2443789	2.842036738
chr10	2444195	2.842157152
chr10	2450241	2.843996729
chr10	2451205	2.844445744
chr10	2453585	2.845521795
chr10	2453955	2.845566336
chr10	2453990	2.845568377
chr10	2457249	2.845827588
chr10	2457481	2.845843096
chr10	2458358	2.84590737
chr10	2458408	2.845908927
chr10	2459378	2.845969431
chr10	2462145	2.846125086
chr10	2466773	2.846407192
chr10	2470445	2.846714913
chr10	2470963	2.846756262
chr10	2471488	2.846803593
chr10	2472518	2.846891439
chr10	2473585	2.846981611
chr10	2478754	2.847422119
chr10	2479486	2.84748346
chr10	2480169	2.847539724
chr10	2483744	2.847821519
chr10	2484461	2.847908906
chr10	2490330	2.848636742
chr10	2493394	2.849025496
chr10	2495690	2.84925332
chr10	2499159	2.849862002
chr10	2500476	2.850101364
chr10	2500527	2.850110944
chr10	2501284	2.850256694
chr10	2502174	2.850517011
chr10	2502919	2.850682686
chr10	2507605	2.851466706
chr10	2511597	2.852438019
chr10	2514045	2.853151113
chr10	2517177	2.853823881
chr10	2517236	2.853832198
chr10	2517615	2.853943093
chr10	2518527	2.854286633
chr10	2519326	2.854602232
chr10	2522247	2.860742164
chr10	2522669	2.861414893
chr10	2526538	2.864254778
chr10	2527042	2.864607496
chr10	2530623	2.933455513
chr10	2531251	2.934241981
chr10	2531270	2.934254771
chr10	2531377	2.934262131
chr10	2531409	2.934264233
chr10	2531943	2.935611037
chr10	2532751	2.936179536
chr10	2532839	2.93622763
chr10	2534480	2.937524566
chr10	2537022	2.939272759
chr10	2538174	2.939436225
chr10	2538452	2.939476258
chr10	2538914	2.939528542
chr10	2539157	2.93955467
chr10	2539436	2.939584322
chr10	2541532	2.939882186
chr10	2543108	2.947856164
chr10	2543240	2.948187676
chr10	2545629	2.948723173
chr10	2545773	2.94873515
chr10	2547076	2.948973354
chr10	2547531	2.949075529
chr10	2548037	2.949188422
chr10	2549338	2.949520484
chr10	2552328	2.950305389
chr10	2552642	2.95034194
chr10	2552753	2.950347644
chr10	2552836	2.950353767
chr10	2556085	2.950921251
chr10	2561734	2.955918035
chr10	2561838	2.955920529
chr10	2562140	2.955998275
chr10	2563796	2.956358869
chr10	2563937	2.956371035
chr10	2567639	2.95699022
chr10	2569616	2.957199663
chr10	2570216	2.957245232
chr10	2572995	2.957519678
chr10	2573581	2.957570749
chr10	2574073	2.95889504
chr10	2574375	2.958948719
chr10	2575456	2.959105046
chr10	2575627	2.959125067
chr10	2579776	2.959700764
chr10	2580305	2.959747806
chr10	2583077	2.959986625
chr10	2583161	2.959990693
chr10	2583967	2.960039922
chr10	2585038	2.960107229
chr10	2585301	2.9601216
chr10	2585331	2.960122193
chr10	2585553	2.960132643
chr10	2585842	2.960148082
chr10	2591820	2.960473118
chr10	2592155	2.960492481
chr10	2592415	2.960506944
chr10	2593122	2.960545124
chr10	2594368	2.960674977
chr10	2596133	2.960915755
chr10	2596931	2.961217744
chr10	2597487	2.961534469
chr10	2597655	2.961537073
chr10	2600176	2.961848951
chr10	2600506	2.961962539
chr10	2600523	2.961963837
chr10	2601192	2.962069937
chr10	2601903	2.96789527
chr10	2604502	2.968431336
chr10	2606253	2.968888534
chr10	2609314	2.969724109
chr10	2609547	2.973667766
chr10	2609695	2.974482514
chr10	2610997	3.013171415
chr10	2611182	3.013781504
chr10	2611379	3.014186939
chr10	2611756	3.014983409
chr10	2615209	3.015823364
chr10	2617161	3.016423064
chr10	2618101	3.016557253
chr10	2624260	3.017436867
chr10	2624375	3.017449271
chr10	2624804	3.017519579
chr10	2624831	3.017522498
chr10	2625863	3.017740397
chr10	2626063	3.018993065
chr10	2629732	3.1004395
chr10	2630256	3.10393733
chr10	2631495	3.108620783
chr10	2635905	3.110031862
chr10	2638164	3.11079489
chr10	2638799	3.110990711
chr10	2639957	3.111339816
chr10	2641420	3.111948638
chr10	2644462	3.112936068
chr10	2647127	3.113812301
chr10	2648061	3.114134415
chr10	2651196	3.114933133
chr10	2652470	3.115323799
chr10	2654712	3.115945376
chr10	2656834	3.116386655
chr10	2659310	3.117108105
chr10	2659929	3.117303304
chr10	2661265	3.117718672
chr10	2661537	3.117788098
chr10	2662202	3.117948362
chr10	2663499	3.118248176
chr10	2664458	3.11851239
chr10	2664678	3.118564188
chr10	2666299	3.118985469
chr10	2667411	3.119149585
chr10	2667554	3.119162906
chr10	2668825	3.119457156
chr10	2669240	3.119602002
chr10	2670853	3.120023976
chr10	2671064	3.120077239
chr10	2674075	3.12079207
chr10	2676476	3.121476787
chr10	2681576	3.122863625
chr10	2682656	3.123160665
chr10	2682793	3.123167135
chr10	2685056	3.123891688
chr10	2685158	3.123913318
chr10	2687071	3.125804776
chr10	2689914	3.1286474
chr10	2691181	3.129612904
chr10	2692805	3.130895173
chr10	2696013	3.132717944
chr10	2696717	3.133422792
chr10	2697468	3.133835828
chr10	2701041	3.135282386
chr10	2703713	3.136570584
chr10	2704278	3.136722836
chr10	2704749	3.136873175
chr10	2705418	3.137131304
chr10	2705700	3.137244778
chr10	2711253	3.139547333
chr10	2711782	3.139768335
chr10	2712561	3.140752112
chr10	2713241	3.141628509
chr10	2713493	3.141970948
chr10	2714048	3.143308931
chr10	2718758	3.167430046
chr10	2719235	3.170912603
chr10	2719953	3.173642788
chr10	2720631	3.177061278
chr10	2723495	3.211147962
chr10	2723921	3.217773573
chr10	2725925	3.259710887
chr10	2727238	3.283411177
chr10	2728294	3.300465377
chr10	2728665	3.303399315
chr10	2730608	3.323596777
chr10	2730918	3.324203837
chr10	2732172	3.362939943
chr10	2733333	3.451682547
chr10	2733897	3.588850682
chr10	2734009	3.588869509
chr10	2734038	3.588899
chr10	2736093	3.595300907
chr10	2736308	3.596055662
chr10	2736959	3.597643128
chr10	2737013	3.597809021
chr10	2737193	3.597868525
chr10	2737283	3.597873886
chr10	2738771	3.599068575
chr10	2739234	3.599311979
chr10	2739491	3.599427637
chr10	2741062	3.60021478
chr10	2743676	3.601298821
chr10	2744463	3.601553994
chr10	2744671	3.601624705
chr10	2745927	3.602139014
chr10	2747108	3.603040728
chr10	2747337	3.603250575
chr10	2748071	3.604046261
chr10	2750756	3.608848288
chr10	2751708	3.610405802
chr10	2751819	3.610436499
chr10	2752003	3.610628094
chr10	2752427	3.611066592
chr10	2756877	3.614581741
chr10	2756921	3.614593937
chr10	2758488	3.615063142
chr10	2758530	3.615069732
chr10	2759716	3.615361559
chr10	2760582	3.615571669
chr10	2761576	3.615755864
chr10	2763039	3.61602969
chr10	2763510	3.616132844
chr10	2763646	3.616163046
chr10	2764367	3.616324329
chr10	2769797	3.618566928
chr10	2770603	3.625386621
chr10	2770877	3.625635561
chr10	2771282	3.626367977
chr10	2771300	3.62638491
chr10	2771386	3.626408901
chr10	2772045	3.637834529
chr10	2772179	3.638359259
chr10	2772359	3.639056528
chr10	2772413	3.639264715
chr10	2772741	3.64529847
chr10	2772787	3.645444757
chr10	2773225	3.651577577
chr10	2773249	3.651583922
chr10	2773324	3.651602651
chr10	2777865	3.653658596
chr10	2779236	3.654187149
chr10	2782489	3.655231245
chr10	2782650	3.655263272
chr10	2782892	3.655308819
chr10	2783120	3.65535365
chr10	2784762	3.655569621
chr10	2785366	3.655644421
chr10	2788314	3.655862394
chr10	2790027	3.656007845
chr10	2790696	3.656112836
chr10	2794109	3.65656262
chr10	2794898	3.656695797
chr10	2794997	3.656702693
chr10	2795409	3.656793505
chr10	2795461	3.656797013
chr10	2798756	3.658073327
chr10	2799279	3.658351374
chr10	2800427	3.659387865
chr10	2805824	3.664679855
chr10	2807535	3.668193897
chr10	2808244	3.710225299
chr10	2809554	3.715841511
chr10	2810234	3.816924066
chr10	2813120	3.8747932
chr10	2813334	3.879363567
chr10	2813407	3.879372012
chr10	2816548	3.882127154
chr10	2818596	3.886898059
chr10	2818634	3.886966135
chr10	2818890	3.887666241
chr10	2819670	3.931769102
chr10	2821743	3.998453262
chr10	2825293	4.006786842
chr10	2825603	4.007313368
chr10	2826815	4.007990817
chr10	2826854	4.008006196
chr10	2828128	4.008671028
chr10	2828853	4.008855359
chr10	2829343	4.008990132
chr10	2829591	4.00905805
chr10	2830150	4.0092157
chr10	2830785	4.00940071
chr10	2832782	4.00996356
chr10	2835542	4.010706127
chr10	2838009	4.011370001
chr10	2844697	4.013476808
chr10	2853659	4.015502414
chr10	2854447	4.015662111
chr10	2855170	4.015810298
chr10	2859001	4.016570548
chr10	2859096	4.016584307
chr10	2867311	4.018563737
chr10	2867343	4.018564564
chr10	2870009	4.019639505
chr10	2870121	4.019643528
chr10	2871331	4.020809769
chr10	2872338	4.021692856
chr10	2872816	4.022072258
chr10	2876056	4.024111957
chr10	2876808	4.024643493
chr10	2877594	4.025184491
chr10	2877947	4.025421095
chr10	2878042	4.025426751
chr10	2881279	4.031683199
chr10	2885361	4.03670535
chr10	2888875	4.039376639
chr10	2891165	4.042694803
chr10	2891275	4.04273881
chr10	2891320	4.042756471
chr10	2896600	4.046800328
chr10	2900624	4.049906966
chr10	2902898	4.052229463
chr10	2904486	4.052689701
chr10	2904753	4.052762857
chr10	2907342	4.057842938
chr10	2912766	4.076058929
chr10	2918494	4.083140403
chr10	2919751	4.08472897
chr10	2923230	4.097628322
chr10	2923969	4.099462435
chr10	2927075	4.11500721
chr10	2927138	4.115081565
